Tiempo,AccX,AccY,AccZ,GiroY,KalmanGiroY,Pitch,KalmanPitch
19.61,380.0,-3524.0,15024.0,1.95,0.03,13.2,13.41
19.67,328.0,-3524.0,14700.0,2.02,0.07,13.48,13.42
19.73,376.0,-3524.0,14348.0,2.1,0.16,13.8,13.47
19.79,448.0,-3440.0,14752.0,1.92,0.01,13.13,13.43
19.85,448.0,-3520.0,14704.0,1.79,-0.14,13.46,13.43
19.92,452.0,-3448.0,14720.0,2.11,0.17,13.18,13.41
19.98,448.0,-3496.0,14636.0,2.09,0.14,13.43,13.42
20.04,296.0,-3528.0,14604.0,1.85,-0.1,13.58,13.43
20.1,420.0,-3464.0,14664.0,2.23,0.29,13.29,13.43
20.16,328.0,-3544.0,14956.0,1.9,-0.05,13.33,13.42
20.22,468.0,-3456.0,14692.0,1.89,-0.07,13.24,13.4
20.28,340.0,-3536.0,14836.0,1.89,-0.08,13.41,13.39
20.35,436.0,-3460.0,14520.0,1.94,-0.03,13.4,13.39
20.41,368.0,-3480.0,14544.0,1.81,-0.16,13.46,13.39
20.47,384.0,-3584.0,14644.0,1.92,-0.05,13.75,13.42
20.53,316.0,-3568.0,14740.0,1.79,-0.15,13.61,13.44
20.6,344.0,-3456.0,14800.0,1.89,-0.04,13.14,13.4
20.66,364.0,-3568.0,14840.0,1.95,0.01,13.52,13.42
20.72,356.0,-3548.0,14780.0,2.13,0.19,13.5,13.43
20.78,504.0,-3520.0,14856.0,1.85,-0.08,13.33,13.42
20.84,276.0,-3568.0,14768.0,1.82,-0.12,13.58,13.43
20.9,352.0,-3580.0,14788.0,1.81,-0.12,13.61,13.44
20.97,324.0,-3524.0,14492.0,2.02,0.11,13.67,13.47
21.03,472.0,-3524.0,14704.0,1.56,-0.33,13.48,13.45
21.09,332.0,-3560.0,14656.0,1.9,0.01,13.65,13.47
21.15,364.0,-3428.0,14784.0,1.89,0.01,13.05,13.43
21.21,352.0,-3524.0,14552.0,1.94,0.03,13.61,13.45
21.27,416.0,-3480.0,14640.0,2.03,0.13,13.37,13.45
21.33,308.0,-3500.0,14688.0,1.77,-0.13,13.4,13.44
21.4,372.0,-3500.0,14716.0,2.26,0.35,13.38,13.45
21.46,304.0,-3512.0,14536.0,1.81,-0.1,13.58,13.46
21.52,348.0,-3472.0,14696.0,2.02,0.12,13.29,13.45
21.58,316.0,-3520.0,14732.0,1.94,0.02,13.44,13.45
21.64,364.0,-3508.0,14824.0,1.98,0.07,13.31,13.44
21.7,472.0,-3544.0,14856.0,1.79,-0.14,13.42,13.43
21.76,272.0,-3504.0,14812.0,2.11,0.19,13.31,13.43
21.82,472.0,-3516.0,14840.0,2.02,0.08,13.33,13.42
21.89,428.0,-3444.0,14636.0,1.96,0.02,13.24,13.4
21.95,356.0,-3492.0,14756.0,1.81,-0.15,13.31,13.39
22.01,440.0,-3500.0,14772.0,1.82,-0.15,13.33,13.37
22.07,304.0,-3560.0,14720.0,1.84,-0.13,13.6,13.39
22.13,372.0,-3536.0,14696.0,1.91,-0.04,13.53,13.4
22.19,368.0,-3496.0,14480.0,1.88,-0.06,13.57,13.41
22.26,416.0,-3576.0,14784.0,1.92,-0.0,13.6,13.43
22.32,292.0,-3516.0,14536.0,2.02,0.1,13.6,13.46
22.38,372.0,-3588.0,14816.0,1.92,0.02,13.61,13.47
22.44,328.0,-3572.0,14712.0,2.01,0.12,13.65,13.5
22.5,248.0,-3572.0,14940.0,1.88,0.0,13.45,13.49
22.56,388.0,-3568.0,14640.0,1.89,0.0,13.7,13.51
22.62,380.0,-3580.0,14744.0,1.89,0.03,13.65,13.53
22.69,328.0,-3540.0,14680.0,1.69,-0.17,13.56,13.52
22.75,340.0,-3488.0,14712.0,1.85,-0.01,13.34,13.5
22.81,336.0,-3544.0,14780.0,1.81,-0.06,13.48,13.5
22.87,448.0,-3552.0,14676.0,1.91,0.04,13.61,13.51
22.93,260.0,-3496.0,14760.0,2.08,0.22,13.33,13.5
22.99,416.0,-3460.0,14592.0,1.62,-0.26,13.34,13.47
23.06,364.0,-3476.0,14544.0,1.99,0.11,13.44,13.48
23.12,304.0,-3444.0,14632.0,1.76,-0.13,13.24,13.45
23.18,424.0,-3528.0,14612.0,2.05,0.15,13.57,13.47
23.24,252.0,-3580.0,14692.0,2.09,0.19,13.69,13.5
23.3,428.0,-3400.0,14628.0,1.89,0.0,13.08,13.46
23.36,396.0,-3584.0,14764.0,1.8,-0.11,13.64,13.47
23.42,412.0,-3496.0,14676.0,1.82,-0.08,13.4,13.46
23.49,352.0,-3484.0,14872.0,1.8,-0.1,13.18,13.43
23.55,352.0,-3480.0,14680.0,2.05,0.13,13.34,13.42
23.61,376.0,-3460.0,14652.0,1.76,-0.17,13.29,13.4
23.67,388.0,-3504.0,14820.0,1.89,-0.05,13.3,13.39
23.73,464.0,-3580.0,14800.0,1.85,-0.09,13.6,13.4
23.8,460.0,-3520.0,14648.0,1.86,-0.07,13.51,13.41
23.86,400.0,-3488.0,14684.0,2.0,0.08,13.36,13.41
23.92,380.0,-3576.0,14696.0,1.9,-0.03,13.68,13.44
23.98,404.0,-3508.0,14704.0,1.99,0.09,13.42,13.44
24.04,464.0,-3492.0,14956.0,1.85,-0.05,13.14,13.41
24.1,404.0,-3596.0,14704.0,1.92,-0.01,13.74,13.44
24.17,356.0,-3500.0,14680.0,1.93,0.03,13.41,13.44
24.23,432.0,-3536.0,14740.0,1.86,-0.04,13.49,13.44
24.29,396.0,-3420.0,14724.0,2.08,0.18,13.08,13.41
24.35,384.0,-3504.0,14624.0,1.82,-0.11,13.47,13.41
24.41,428.0,-3616.0,14796.0,1.93,0.01,13.73,13.45
24.47,352.0,-3520.0,14592.0,1.69,-0.22,13.56,13.45
24.54,424.0,-3524.0,14680.0,1.96,0.07,13.5,13.46
24.6,400.0,-3580.0,14704.0,1.9,0.01,13.68,13.48
24.66,332.0,-3456.0,14660.0,2.06,0.19,13.26,13.47
24.72,364.0,-3548.0,14612.0,2.02,0.13,13.65,13.49
24.78,360.0,-3560.0,14608.0,1.87,-0.01,13.7,13.51
