Tiempo,AccX,AccY,AccZ,GiroY,KalmanGiroY,Pitch,KalmanPitch,DMPPitch
204.67,558.0,-15984.0,-5734.0,-3.16,-26.13,-109.73,-109.37,-73.0
204.75,568.0,-15594.0,-6314.0,-3.07,-26.06,-112.04,-111.53,-72.73
204.84,548.0,-15560.0,-6914.0,-3.11,-26.14,-113.96,-113.69,-72.45
204.92,608.0,-15308.0,-7460.0,-3.1,-26.18,-115.98,-115.98,-64.29
205.0,540.0,-15292.0,-7782.0,-3.27,-26.35,-116.97,-118.02,-64.02
205.08,614.0,-14566.0,-8678.0,-3.11,-26.11,-120.79,-120.2,-63.74
205.17,586.0,-14558.0,-9306.0,-3.21,-26.25,-122.59,-122.36,-63.46
205.25,560.0,-14166.0,-9730.0,-3.18,-26.21,-124.48,-124.5,-55.27
205.33,524.0,-14008.0,-10284.0,-3.18,-26.2,-126.28,-126.6,-55.0
205.41,556.0,-13586.0,-10564.0,-3.14,-26.13,-127.87,-128.66,-54.73
205.5,572.0,-13248.0,-11424.0,-3.13,-26.06,-130.77,-130.8,-54.46
205.59,556.0,-12664.0,-11718.0,-3.32,-26.24,-132.78,-133.22,-46.1
205.67,568.0,-12282.0,-12444.0,-3.34,-26.23,-135.38,-135.38,-45.84
205.75,556.0,-11684.0,-12924.0,-3.05,-25.94,-137.88,-137.55,-45.57
205.84,532.0,-11244.0,-13270.0,-3.26,-26.17,-139.72,-139.71,-45.29
205.93,570.0,-10940.0,-13874.0,-3.19,-26.29,-141.74,-142.31,-36.91
206.01,536.0,-10048.0,-14352.0,-3.08,-26.15,-145.0,-144.5,-36.65
206.09,552.0,-9574.0,-14616.0,-3.27,-26.37,-146.77,-146.68,-36.38
206.18,578.0,-9450.0,-15010.0,-3.45,-26.55,-147.81,-148.75,-36.12
206.26,516.0,-8600.0,-15460.0,-3.38,-26.4,-150.91,-150.95,-27.89
206.34,552.0,-8286.0,-15560.0,-3.37,-26.39,-151.96,-153.0,-27.62
206.42,532.0,-7644.0,-15986.0,-3.44,-26.38,-154.44,-155.07,-27.34
206.5,520.0,-6802.0,-16436.0,-3.38,-26.27,-157.52,-157.24,-27.07
206.59,516.0,-6150.0,-16616.0,-3.24,-26.19,-159.69,-159.54,-18.96
206.67,498.0,-5662.0,-16804.0,-3.5,-26.46,-161.38,-161.66,-18.7
206.75,536.0,-5422.0,-17000.0,-3.47,-26.4,-162.31,-163.67,-18.42
206.83,500.0,-4124.0,-17160.0,-3.32,-26.14,-166.49,-165.86,-18.15
206.92,474.0,-3458.0,-17512.0,-3.31,-26.09,-168.83,-168.01,-10.09
207.0,524.0,-2900.0,-17484.0,-3.27,-26.1,-170.58,-170.18,-9.82
207.08,510.0,-2956.0,-17688.0,-3.39,-26.26,-170.51,-172.1,-9.56
207.16,504.0,-1788.0,-17636.0,-3.41,-26.15,-174.21,-174.2,-9.3
207.25,426.0,-866.0,-17796.0,-3.42,-26.33,-177.21,-176.8,-1.32
207.33,532.0,-446.0,-17878.0,-3.32,-26.25,-178.57,-178.86,-1.04
207.41,428.0,572.0,-17926.0,-3.33,-26.24,178.17,178.99,-0.78
207.48,478.0,958.0,-17816.0,-3.34,-26.31,176.92,176.99,-0.53
207.57,548.0,1548.0,-17834.0,-3.34,-26.3,175.04,174.83,7.18
207.64,486.0,2228.0,-17794.0,-3.24,-26.19,172.86,172.84,7.43
207.72,398.0,3022.0,-17486.0,-3.4,-26.36,170.19,170.78,7.69
207.79,432.0,3588.0,-17336.0,-3.44,-26.43,168.31,168.73,7.93
207.88,476.0,4070.0,-17338.0,-3.31,-26.37,166.79,166.52,15.53
207.95,416.0,5006.0,-16976.0,-3.19,-26.23,163.57,164.43,15.8
208.03,410.0,5432.0,-17002.0,-3.28,-26.38,162.28,162.38,16.07
208.11,414.0,6224.0,-16686.0,-3.37,-26.47,159.54,160.27,16.32
208.2,372.0,6332.0,-16494.0,-3.41,-26.35,159.0,158.32,24.04
208.27,446.0,7280.0,-16080.0,-3.31,-26.21,155.64,156.25,24.3
208.35,466.0,8074.0,-15728.0,-3.34,-26.28,152.83,154.11,24.56
208.43,392.0,8112.0,-15674.0,-3.31,-26.33,152.64,152.13,24.82
208.51,392.0,8964.0,-15146.0,-3.31,-26.38,149.38,149.88,32.28
208.58,432.0,9508.0,-14790.0,-3.16,-26.27,147.26,147.8,32.53
208.66,412.0,9736.0,-14508.0,-3.3,-26.45,146.14,145.8,32.78
208.74,440.0,10290.0,-14060.0,-3.26,-26.38,143.8,143.77,33.03
208.83,436.0,11002.0,-13586.0,-3.27,-26.37,141.0,141.45,40.55
208.9,404.0,11282.0,-13228.0,-3.15,-26.28,139.54,139.41,40.81
208.98,376.0,11630.0,-13086.0,-3.14,-26.25,138.37,137.44,41.07
209.06,418.0,11936.0,-12422.0,-3.22,-26.27,136.14,135.46,41.32
209.15,426.0,12522.0,-12122.0,-2.97,-25.82,134.07,133.48,48.48
209.22,394.0,12928.0,-11456.0,-3.11,-25.92,131.55,131.46,48.72
209.3,372.0,13010.0,-11186.0,-3.24,-26.06,130.69,129.53,48.96
209.38,382.0,13450.0,-10730.0,-3.17,-25.9,128.58,127.6,49.2
209.47,394.0,13798.0,-9964.0,-2.96,-25.42,125.83,125.69,56.22
209.54,426.0,14118.0,-9732.0,-2.98,-25.42,124.58,123.8,56.46
209.62,386.0,14410.0,-9006.0,-2.78,-25.17,122.0,121.87,56.7
209.7,386.0,14654.0,-8410.0,-2.74,-25.13,119.85,119.93,56.93
209.78,370.0,14894.0,-7916.0,-2.72,-25.01,117.99,117.88,63.56
209.86,344.0,15160.0,-7480.0,-2.71,-25.0,116.26,115.97,63.78
209.94,414.0,15228.0,-7202.0,-2.69,-24.96,115.31,114.15,64.01
210.01,384.0,15456.0,-6722.0,-2.66,-24.86,113.5,112.34,64.24
210.09,378.0,15726.0,-5778.0,-2.74,-24.76,110.17,110.45,70.4
210.17,396.0,15754.0,-5820.0,-2.62,-24.66,110.28,108.7,70.64
210.25,402.0,15834.0,-5034.0,-2.55,-24.47,107.64,106.89,70.86
210.33,350.0,16014.0,-4984.0,-2.58,-24.45,107.29,105.22,71.09
210.41,370.0,16122.0,-3922.0,-2.49,-23.93,103.67,103.44,77.19
210.49,372.0,16138.0,-3486.0,-2.56,-23.99,102.19,101.63,77.39
210.57,386.0,16274.0,-3168.0,-2.63,-24.03,101.02,99.88,77.62
210.65,422.0,16252.0,-2682.0,-2.54,-23.86,99.37,98.17,77.83
210.72,340.0,16342.0,-2022.0,-2.39,-23.6,97.05,96.43,83.7
210.8,366.0,16394.0,-1376.0,-2.4,-23.57,94.8,94.67,83.9
210.87,418.0,16268.0,-1430.0,-2.6,-23.77,95.02,93.08,84.09
210.95,384.0,16302.0,-630.0,-2.47,-23.48,92.21,91.41,84.28
211.03,406.0,16286.0,-170.0,-2.4,-23.15,90.6,89.73,88.84
211.11,416.0,16254.0,244.0,-2.5,-23.2,89.14,88.09,88.79
211.18,392.0,16042.0,558.0,-2.45,-23.09,88.01,86.54,88.71
211.25,354.0,16074.0,1268.0,-2.33,-22.87,85.49,84.92,88.61
211.33,314.0,16052.0,1882.0,-2.44,-22.84,83.31,83.24,83.64
211.41,366.0,15970.0,2204.0,-2.44,-22.84,82.14,81.6,83.42
211.48,328.0,15956.0,2422.0,-2.42,-22.78,81.37,80.04,83.21
211.55,334.0,15740.0,2942.0,-2.33,-22.6,79.41,78.46,82.99
211.63,408.0,15558.0,3408.0,-2.37,-22.41,77.64,76.94,77.55
211.71,368.0,15486.0,3742.0,-2.47,-22.47,76.42,75.37,77.36
211.78,372.0,15420.0,4074.0,-2.34,-22.26,75.2,73.86,77.16
211.85,390.0,15196.0,4518.0,-2.42,-22.24,73.44,72.32,76.98
211.93,370.0,15016.0,4916.0,-2.31,-21.88,71.87,70.9,71.53
212.01,376.0,15060.0,5106.0,-2.33,-21.83,71.27,69.46,71.34
212.08,378.0,14748.0,5808.0,-2.37,-21.74,68.5,67.91,71.14
212.15,364.0,14450.0,5938.0,-2.5,-21.82,67.66,66.43,70.94
212.23,404.0,14204.0,6486.0,-2.41,-21.64,65.46,64.83,65.51
212.31,398.0,14160.0,6922.0,-2.24,-21.43,63.95,63.31,65.31
212.38,380.0,13796.0,7382.0,-2.32,-21.46,61.85,61.74,65.1
212.45,436.0,13522.0,7652.0,-2.08,-21.21,60.49,60.21,64.9
212.53,360.0,13254.0,8180.0,-2.19,-21.16,58.32,58.67,59.62
212.61,390.0,13134.0,8252.0,-2.29,-21.28,57.86,57.17,59.42
212.68,348.0,12904.0,8660.0,-2.18,-21.12,56.13,55.66,59.23
212.75,350.0,12598.0,8946.0,-2.24,-21.15,54.62,54.14,59.03
212.83,400.0,12322.0,9342.0,-2.22,-21.05,52.83,52.61,53.67
212.9,408.0,11996.0,9730.0,-2.3,-21.11,50.95,51.05,53.46
212.98,412.0,11722.0,9826.0,-2.13,-20.94,50.03,49.55,53.27
213.05,396.0,11498.0,10232.0,-2.03,-20.81,48.33,48.04,53.07
213.13,388.0,11228.0,10516.0,-2.29,-20.92,46.88,46.57,47.72
213.21,374.0,10834.0,10730.0,-2.27,-20.88,45.28,45.03,47.52
213.28,434.0,10698.0,10956.0,-2.21,-20.8,44.32,43.55,47.31
213.36,404.0,10290.0,11270.0,-2.3,-20.83,42.4,42.02,47.11
213.44,366.0,9934.0,11574.0,-2.47,-20.98,40.64,40.3,41.48
213.51,346.0,9476.0,11858.0,-2.16,-20.65,38.63,38.77,41.27
213.59,386.0,9182.0,12160.0,-2.25,-20.75,37.06,37.22,41.07
213.66,390.0,8792.0,12308.0,-2.27,-20.78,35.54,35.67,40.87
213.74,398.0,8424.0,12660.0,-2.2,-20.75,33.64,33.97,35.26
213.81,372.0,8106.0,12798.0,-2.28,-20.85,32.35,32.43,35.04
213.89,392.0,7772.0,13034.0,-2.13,-20.7,30.81,30.89,34.84
213.96,400.0,7318.0,13118.0,-2.21,-20.79,29.16,29.34,34.64
214.04,332.0,6996.0,13336.0,-2.12,-20.73,27.68,27.73,29.23
214.11,420.0,6654.0,13500.0,-2.11,-20.73,26.24,26.2,29.03
214.19,350.0,6370.0,13734.0,-2.28,-20.89,24.88,24.68,28.83
214.26,406.0,5790.0,13850.0,-2.07,-20.66,22.69,23.11,28.63
214.34,404.0,5314.0,14006.0,-2.04,-20.57,20.78,21.55,23.23
214.41,390.0,5150.0,14144.0,-2.1,-20.68,20.01,20.02,23.03
214.49,362.0,4734.0,14210.0,-2.15,-20.73,18.43,18.48,22.84
214.56,414.0,4108.0,14428.0,-2.24,-20.83,15.89,16.85,22.63
214.64,378.0,3962.0,14494.0,-2.11,-20.74,15.29,15.25,17.14
214.71,390.0,3592.0,14492.0,-2.11,-20.75,13.92,13.74,16.94
214.79,434.0,3226.0,14666.0,-2.09,-20.71,12.41,12.22,16.73
214.86,434.0,2754.0,14700.0,-2.11,-20.72,10.61,10.69,16.53
214.94,410.0,2450.0,14834.0,-2.08,-20.7,9.38,9.12,11.23
215.01,418.0,2034.0,14818.0,-2.15,-20.75,7.82,7.65,11.01
215.08,392.0,1610.0,14908.0,-2.27,-20.86,6.16,6.16,10.81
215.15,410.0,1250.0,14880.0,-2.04,-20.63,4.8,4.69,10.61
215.23,402.0,810.0,14932.0,-2.04,-20.62,3.11,3.15,5.37
215.3,452.0,416.0,14922.0,-2.0,-20.58,1.6,1.71,5.16
215.37,442.0,42.0,14936.0,-2.11,-20.71,0.16,0.26,4.96
215.43,382.0,-196.0,15184.0,-2.33,-20.93,-0.74,-1.13,4.76
215.52,378.0,-722.0,14904.0,-2.08,-20.51,-2.77,-2.69,-0.35
215.59,434.0,-1080.0,14912.0,-2.0,-20.44,-4.14,-4.19,-0.54
215.67,414.0,-1382.0,15044.0,-1.97,-20.41,-5.25,-5.68,-0.74
215.74,472.0,-1820.0,14838.0,-1.99,-20.4,-6.99,-7.19,-0.95
215.83,480.0,-1938.0,15164.0,-1.98,-20.39,-7.28,-8.8,-6.25
215.9,534.0,-2844.0,15402.0,-1.89,-20.22,-10.46,-10.32,-6.44
215.98,418.0,-3118.0,14960.0,-2.05,-20.39,-11.77,-11.88,-6.64
216.06,422.0,-3066.0,14748.0,-2.18,-20.5,-11.74,-13.32,-6.82
216.14,418.0,-3632.0,14684.0,-1.92,-20.12,-13.89,-14.86,-12.07
216.22,502.0,-3926.0,14664.0,-1.96,-20.1,-14.99,-16.31,-12.25
216.29,460.0,-4426.0,14288.0,-1.76,-19.81,-17.21,-17.8,-12.44
216.37,478.0,-4634.0,14210.0,-1.86,-19.87,-18.06,-19.24,-12.61
216.46,428.0,-5074.0,14182.0,-1.72,-19.38,-19.69,-20.51,-17.69
216.53,440.0,-5328.0,14182.0,-1.78,-19.39,-20.59,-21.91,-17.86
216.61,472.0,-5742.0,13798.0,-1.8,-19.32,-22.59,-23.35,-18.03
216.69,458.0,-6224.0,13576.0,-1.64,-19.11,-24.63,-24.82,-18.21
216.78,428.0,-6470.0,13942.0,-1.79,-19.28,-24.89,-26.37,-23.21
216.85,422.0,-7110.0,13658.0,-1.69,-19.09,-27.5,-27.83,-23.36
216.93,468.0,-7158.0,13544.0,-1.76,-19.13,-27.86,-29.2,-23.54
217.01,442.0,-7260.0,13498.0,-1.81,-19.08,-28.27,-30.47,-23.7
217.1,502.0,-7430.0,13090.0,-1.72,-18.52,-29.58,-31.52,-28.54
217.17,450.0,-7758.0,13138.0,-1.82,-18.5,-30.56,-32.77,-28.71
217.25,472.0,-7966.0,12976.0,-1.83,-18.37,-31.55,-33.98,-28.88
217.33,448.0,-8334.0,12826.0,-1.68,-18.04,-33.01,-35.17,-29.05
217.41,448.0,-8644.0,12412.0,-1.6,-17.51,-34.85,-36.2,-33.79
217.49,466.0,-9106.0,12210.0,-1.68,-17.5,-36.71,-37.49,-33.94
217.57,506.0,-9582.0,12144.0,-1.61,-17.38,-38.27,-38.8,-34.11
217.65,528.0,-9714.0,11726.0,-1.39,-17.13,-39.64,-40.09,-34.26
217.74,478.0,-9824.0,11878.0,-1.69,-17.44,-39.59,-41.51,-38.81
217.81,456.0,-10232.0,11316.0,-1.8,-17.44,-42.12,-42.82,-38.96
217.89,506.0,-10810.0,11178.0,-1.59,-17.19,-44.04,-44.17,-39.13
217.97,510.0,-11018.0,10786.0,-1.64,-17.23,-45.61,-45.54,-39.28
218.05,498.0,-11214.0,10664.0,-1.74,-17.39,-46.44,-46.97,-44.04
218.13,482.0,-11316.0,10576.0,-1.62,-17.23,-46.94,-48.21,-44.2
218.21,522.0,-11670.0,10126.0,-1.66,-17.18,-49.05,-49.52,-44.37
218.29,542.0,-12110.0,10032.0,-1.75,-17.23,-50.36,-50.83,-44.53
218.38,504.0,-11924.0,9580.0,-1.73,-16.98,-51.22,-51.96,-49.25
218.45,538.0,-12200.0,9360.0,-1.69,-16.89,-52.5,-53.21,-49.42
218.53,510.0,-12348.0,9466.0,-1.75,-16.9,-52.53,-54.34,-49.59
218.61,546.0,-12782.0,8682.0,-1.66,-16.66,-55.81,-55.66,-49.76
218.69,482.0,-13020.0,8626.0,-1.72,-16.67,-56.47,-56.95,-54.58
218.77,526.0,-13238.0,8382.0,-1.76,-16.68,-57.66,-58.2,-54.74
218.85,472.0,-13468.0,8028.0,-1.85,-16.74,-59.2,-59.48,-54.9
218.93,566.0,-13572.0,7852.0,-2.02,-16.89,-59.95,-60.72,-55.08
219.01,472.0,-13748.0,7500.0,-1.84,-16.46,-61.39,-61.86,-60.18
219.09,562.0,-14120.0,7158.0,-1.95,-16.55,-63.12,-63.15,-60.36
219.17,536.0,-14182.0,7090.0,-1.95,-16.54,-63.44,-64.35,-60.53
219.25,576.0,-14372.0,6584.0,-1.8,-16.33,-65.39,-65.61,-60.71
219.33,506.0,-14478.0,6250.0,-1.8,-16.22,-66.65,-66.86,-65.75
219.41,536.0,-14808.0,5784.0,-1.92,-16.32,-68.66,-68.18,-65.93
219.49,566.0,-14958.0,5524.0,-1.97,-16.41,-69.73,-69.48,-66.1
219.57,546.0,-15010.0,5166.0,-1.76,-16.21,-71.01,-70.77,-66.27
219.65,580.0,-15332.0,4700.0,-1.86,-16.46,-72.96,-72.37,-71.39
219.73,548.0,-15340.0,4574.0,-1.88,-16.51,-73.4,-73.63,-71.57
219.81,582.0,-15536.0,4204.0,-2.08,-16.7,-74.86,-74.93,-71.73
219.89,588.0,-15528.0,3518.0,-1.83,-16.44,-77.23,-76.31,-71.9
219.97,540.0,-15742.0,3232.0,-1.96,-16.66,-78.4,-77.8,-77.04
220.05,590.0,-15878.0,2922.0,-2.0,-16.73,-79.57,-79.14,-77.22
220.13,566.0,-15960.0,2462.0,-1.95,-16.72,-81.23,-80.51,-77.39
220.21,518.0,-16140.0,2184.0,-2.02,-16.83,-82.29,-81.87,-77.58
220.29,562.0,-16204.0,1740.0,-1.92,-16.94,-83.87,-83.54,-82.64
220.37,554.0,-16126.0,1160.0,-1.85,-16.89,-85.89,-84.94,-82.8
220.45,576.0,-16404.0,1018.0,-1.95,-17.05,-86.45,-86.29,-82.97
220.53,604.0,-16426.0,298.0,-2.0,-17.11,-88.96,-87.74,-83.13
220.61,640.0,-16288.0,-54.0,-1.89,-17.07,-90.19,-89.24,-87.51
220.69,590.0,-16512.0,78.0,-2.11,-17.34,-89.73,-90.5,-87.6
220.76,570.0,-16492.0,-588.0,-1.94,-17.12,-92.04,-91.82,-87.68
220.84,578.0,-16430.0,-766.0,-2.04,-17.24,-92.67,-93.12,-87.75
220.93,576.0,-16422.0,-1464.0,-1.97,-17.09,-95.09,-94.63,-85.15
221.01,548.0,-16538.0,-1840.0,-2.08,-17.23,-96.35,-96.01,-84.97
221.09,548.0,-16534.0,-2256.0,-2.1,-17.26,-97.77,-97.41,-84.78
221.17,614.0,-16234.0,-2680.0,-1.99,-17.18,-99.37,-98.82,-84.62
221.25,548.0,-16528.0,-2924.0,-2.11,-17.29,-100.03,-100.17,-79.55
221.33,580.0,-16300.0,-3512.0,-1.92,-17.09,-102.16,-101.61,-79.38
221.41,582.0,-16446.0,-3734.0,-2.04,-17.25,-102.79,-102.99,-79.21
221.5,592.0,-16258.0,-4152.0,-2.14,-17.33,-104.33,-104.4,-79.04
221.58,596.0,-16048.0,-4842.0,-2.07,-17.3,-106.79,-106.02,-73.58
221.66,568.0,-16034.0,-5052.0,-2.05,-17.33,-107.49,-107.43,-73.39
221.74,564.0,-15886.0,-5678.0,-2.06,-17.35,-109.67,-108.92,-73.21
221.83,578.0,-15694.0,-6196.0,-2.01,-17.36,-111.54,-110.45,-73.03
221.91,562.0,-15680.0,-6506.0,-1.95,-17.4,-112.53,-112.0,-67.64
221.99,582.0,-15538.0,-6632.0,-2.03,-17.53,-113.11,-113.39,-67.45
222.07,562.0,-15586.0,-7134.0,-2.08,-17.56,-114.59,-114.8,-67.27
222.15,576.0,-15362.0,-7428.0,-2.08,-17.54,-115.81,-116.18,-67.09
222.24,550.0,-15316.0,-7764.0,-2.15,-17.58,-116.88,-117.62,-61.79
222.32,632.0,-14854.0,-8492.0,-1.98,-17.36,-119.76,-119.1,-61.63
222.4,546.0,-14550.0,-8820.0,-1.79,-17.22,-121.22,-120.57,-61.46
222.48,570.0,-14498.0,-9150.0,-1.95,-17.44,-122.26,-122.01,-61.28
222.57,528.0,-14514.0,-9294.0,-1.84,-17.3,-122.63,-123.39,-56.19
222.65,580.0,-13996.0,-9816.0,-1.94,-17.35,-125.04,-124.82,-56.03
222.73,536.0,-13858.0,-10182.0,-1.74,-17.17,-126.31,-126.23,-55.87
222.81,584.0,-13756.0,-10424.0,-1.81,-17.24,-127.15,-127.6,-55.7
222.91,550.0,-13462.0,-10710.0,-1.88,-17.18,-128.5,-129.04,-50.79
222.99,536.0,-13086.0,-11296.0,-1.79,-17.06,-130.8,-130.47,-50.64
223.07,544.0,-13174.0,-11210.0,-2.01,-17.3,-130.4,-131.77,-50.48
223.16,522.0,-12636.0,-11870.0,-1.77,-16.97,-133.21,-133.18,-50.33
223.25,562.0,-12352.0,-12230.0,-1.76,-16.75,-134.72,-134.48,-45.43
223.33,534.0,-12362.0,-12448.0,-1.86,-16.86,-135.2,-135.82,-45.26
223.41,564.0,-11850.0,-12722.0,-1.66,-16.62,-137.03,-137.17,-45.11
223.5,564.0,-11760.0,-13012.0,-1.72,-16.67,-137.89,-138.49,-44.96
223.59,572.0,-11672.0,-13232.0,-1.78,-16.65,-138.58,-139.87,-40.2
223.67,540.0,-11394.0,-13386.0,-1.85,-16.64,-139.6,-141.12,-40.06
223.75,522.0,-11060.0,-13754.0,-2.01,-16.71,-141.2,-142.39,-39.89
223.83,586.0,-10804.0,-13876.0,-1.76,-16.38,-142.1,-143.6,-39.75
223.93,502.0,-10330.0,-14018.0,-1.73,-15.84,-143.61,-144.56,-34.98
224.01,502.0,-9546.0,-14310.0,-1.81,-15.88,-146.29,-145.89,-34.83
224.09,552.0,-9502.0,-14428.0,-1.92,-16.01,-146.63,-147.15,-34.68
224.17,526.0,-9064.0,-14962.0,-1.82,-15.88,-148.79,-148.47,-34.54
224.26,496.0,-9380.0,-14876.0,-1.93,-15.89,-147.77,-149.51,-29.81
224.34,544.0,-8384.0,-15460.0,-1.73,-15.57,-151.53,-150.84,-29.66
224.42,544.0,-8646.0,-15528.0,-1.94,-15.83,-150.89,-152.01,-29.51
224.5,502.0,-7878.0,-15728.0,-1.72,-15.52,-153.39,-153.29,-29.35
224.59,534.0,-7976.0,-15842.0,-1.79,-15.47,-153.28,-154.36,-24.77
224.67,496.0,-7310.0,-16044.0,-1.74,-15.35,-155.5,-155.6,-24.63
224.75,512.0,-7288.0,-16252.0,-2.0,-15.6,-155.85,-156.77,-24.47
224.83,502.0,-6730.0,-16378.0,-1.69,-15.21,-157.66,-157.97,-24.33
224.92,508.0,-6472.0,-16680.0,-1.85,-15.41,-158.79,-159.27,-19.73
225.0,446.0,-6210.0,-16562.0,-1.68,-15.2,-159.45,-160.4,-19.59
225.08,500.0,-5318.0,-16674.0,-1.74,-15.18,-162.31,-161.71,-19.43
225.16,546.0,-5084.0,-17018.0,-1.77,-15.26,-163.37,-162.99,-19.29
225.25,510.0,-4554.0,-17116.0,-1.74,-15.29,-165.1,-164.42,-14.79
225.33,478.0,-4442.0,-17380.0,-1.89,-15.48,-165.66,-165.67,-14.64
225.41,534.0,-4246.0,-17170.0,-1.79,-15.38,-166.11,-166.84,-14.49
225.49,484.0,-3614.0,-17498.0,-1.74,-15.28,-168.33,-168.11,-14.34
225.58,488.0,-3426.0,-17432.0,-1.71,-15.07,-168.88,-169.14,-9.84
225.66,538.0,-2760.0,-17610.0,-1.68,-15.03,-171.09,-170.42,-9.7
225.74,520.0,-2460.0,-17760.0,-1.69,-15.08,-172.11,-171.67,-9.56
225.82,592.0,-2604.0,-17692.0,-1.78,-15.21,-171.63,-172.77,-9.41
225.91,400.0,-1680.0,-17642.0,-1.85,-15.17,-174.56,-174.14,-5.02
225.99,334.0,-1784.0,-18040.0,-2.01,-15.35,-174.35,-175.29,-4.86
226.07,426.0,-1426.0,-17662.0,-1.75,-15.03,-175.38,-176.41,-4.71
226.15,480.0,-538.0,-17594.0,-1.69,-14.91,-178.25,-177.66,-4.56
226.24,498.0,-654.0,-17780.0,-1.68,-14.78,-177.89,-178.71,-0.14
226.31,478.0,228.0,-17832.0,-1.69,-14.74,179.27,180.06,0.0
226.39,568.0,474.0,-17626.0,-1.75,-14.85,178.46,178.91,0.15
226.46,418.0,810.0,-17866.0,-1.69,-14.82,177.4,177.77,0.29
226.54,464.0,1036.0,-17880.0,-1.96,-15.15,176.68,176.54,4.47
226.62,426.0,1438.0,-17992.0,-1.76,-14.94,175.43,175.41,4.63
226.7,502.0,1626.0,-17626.0,-1.91,-15.09,174.73,174.3,4.78
226.77,454.0,2012.0,-17750.0,-1.96,-15.11,173.53,173.19,4.93
226.85,448.0,2456.0,-17590.0,-1.73,-14.71,172.05,172.15,9.03
226.93,464.0,2860.0,-17810.0,-1.72,-14.71,170.88,171.02,9.18
227.01,420.0,3640.0,-17668.0,-1.94,-14.94,168.36,169.75,9.32
227.08,506.0,3492.0,-17448.0,-1.83,-14.94,168.68,168.62,9.5
227.16,486.0,3854.0,-17356.0,-1.84,-14.89,167.48,167.47,13.84
227.24,488.0,4050.0,-17238.0,-1.78,-14.83,166.78,166.37,13.99
227.32,456.0,4566.0,-17232.0,-1.72,-14.73,165.16,165.23,14.14
227.39,414.0,5154.0,-17080.0,-1.73,-14.75,163.21,164.01,14.29
227.47,444.0,5100.0,-16920.0,-1.9,-14.99,163.23,162.85,18.4
227.55,484.0,5638.0,-16846.0,-1.89,-14.96,161.5,161.68,18.54
227.63,510.0,5588.0,-16852.0,-1.79,-14.87,161.65,160.64,18.69
227.71,394.0,5800.0,-16830.0,-1.87,-14.87,160.98,159.65,18.82
227.79,470.0,6886.0,-16470.0,-1.73,-14.7,157.31,158.16,23.12
227.87,412.0,7104.0,-16282.0,-1.69,-14.71,156.43,156.98,23.25
227.95,490.0,6948.0,-16248.0,-1.89,-14.95,156.85,155.91,23.4
228.03,466.0,7612.0,-15906.0,-1.78,-14.77,154.43,154.74,23.54
228.11,430.0,8268.0,-15568.0,-1.72,-14.6,152.03,153.51,27.77
228.19,438.0,8278.0,-15606.0,-1.65,-14.62,152.06,152.36,27.94
228.27,388.0,8826.0,-15278.0,-1.63,-14.62,149.99,151.14,28.08
228.34,444.0,8800.0,-15162.0,-1.55,-14.61,149.87,150.0,28.24
228.43,456.0,8908.0,-15130.0,-1.71,-14.79,149.51,148.73,32.3
228.51,456.0,9372.0,-14888.0,-1.76,-14.8,147.81,147.6,32.43
228.59,392.0,9650.0,-14684.0,-1.79,-14.82,146.69,146.48,32.57
228.66,384.0,10174.0,-14248.0,-1.56,-14.58,144.47,145.28,32.69
228.75,382.0,9968.0,-14384.0,-1.92,-15.12,145.28,143.94,36.72
228.83,420.0,10594.0,-13972.0,-1.77,-14.89,142.83,142.79,36.84
228.91,352.0,10972.0,-13660.0,-1.6,-14.71,141.23,141.61,36.99
228.99,442.0,11234.0,-13416.0,-1.69,-14.83,140.06,140.42,37.12
229.07,370.0,10998.0,-13492.0,-1.76,-14.81,140.81,139.42,41.12
229.15,348.0,11762.0,-12924.0,-1.47,-14.43,137.7,138.25,41.26
229.23,366.0,11932.0,-12644.0,-1.48,-14.49,136.66,137.08,41.41
229.31,400.0,12208.0,-12458.0,-1.44,-14.48,135.58,135.92,41.53
229.39,354.0,12676.0,-11936.0,-1.5,-14.31,133.28,134.85,42.87
229.47,414.0,11876.0,-12772.0,-1.6,-14.5,137.08,133.98,42.88
229.55,402.0,12172.0,-12268.0,-1.59,-14.29,135.23,133.06,42.86
229.63,434.0,12200.0,-12302.0,-1.72,-14.26,135.24,132.24,42.89
229.71,418.0,12624.0,-11676.0,-1.55,-13.78,132.77,131.28,43.39
229.79,354.0,13432.0,-10876.0,-1.53,-13.66,129.0,130.12,43.4
229.87,422.0,13870.0,-10416.0,-1.41,-13.62,126.91,128.87,43.45
229.94,398.0,13614.0,-10374.0,-1.64,-13.99,127.31,127.74,43.46
230.03,352.0,13874.0,-10126.0,-1.34,-13.41,126.12,126.88,44.85
230.11,430.0,13544.0,-10586.0,-1.8,-13.92,128.01,125.97,44.92
230.19,310.0,14310.0,-9538.0,-1.5,-13.49,123.68,124.81,44.96
230.26,382.0,14426.0,-9094.0,-1.37,-13.44,122.23,123.63,45.04
230.35,382.0,14486.0,-8984.0,-1.25,-13.03,121.81,122.89,46.78
230.43,360.0,14544.0,-9102.0,-1.53,-13.36,122.04,121.87,46.85
230.5,382.0,14802.0,-8210.0,-1.31,-13.14,119.02,120.71,46.9
230.58,380.0,14998.0,-8104.0,-1.53,-13.48,118.38,119.56,46.97
