Tiempo,Angulo
97.822,-151.7°
97.855,-150.8°
97.887,-149.9°
97.920,-149.0°
97.953,-148.2°
97.987,-147.3°
98.020,-146.4°
98.053,-145.6°
98.086,-144.8°
98.121,-143.9°
98.152,-143.1°
98.185,-142.3°
98.218,-141.4°
98.251,-140.6°
98.285,-139.7°
98.318,-138.8°
98.353,-138.0°
98.384,-137.1°
98.417,-136.3°
98.451,-135.5°
98.483,-134.6°
98.522,-133.9°
98.551,-133.0°
98.587,-132.1°
98.617,-131.3°
98.650,-130.5°
98.684,-129.6°
98.716,-128.8°
98.748,-127.9°
98.783,-127.2°
98.814,-126.3°
98.850,-125.5°
98.882,-124.6°
98.914,-123.7°
98.947,-122.7°
98.980,-121.9°
99.013,-121.1°
99.046,-120.3°
99.079,-119.3°
99.114,-118.3°
99.146,-117.4°
99.180,-116.7°
99.213,-115.8°
99.244,-114.9°
99.278,-114.0°
99.311,-113.1°
99.344,-112.1°
99.377,-111.2°
99.410,-110.4°
99.443,-109.5°
99.477,-108.7°
99.511,-107.9°
99.543,-106.9°
99.576,-106.1°
99.609,-105.2°
99.642,-104.3°
99.675,-103.4°
99.708,-102.6°
99.741,-101.7°
99.775,-100.9°
99.811,-100.0°
99.840,-99.2°
99.874,-98.2°
99.907,-97.3°
99.940,-96.5°
99.975,-95.6°
100.006,-94.7°
100.039,-93.8°
100.071,-92.9°
100.105,-92.1°
100.138,-91.2°
100.173,-90.3°
100.205,-89.5°
100.238,-88.6°
100.276,-87.7°
100.304,-86.9°
100.338,-86.0°
100.371,-85.1°
100.403,-84.2°
100.436,-83.4°
100.469,-82.5°
100.503,-81.6°
100.538,-80.7°
100.570,-79.9°
100.602,-79.0°
100.635,-78.1°
100.668,-77.2°
100.701,-76.3°
100.735,-75.4°
100.769,-74.5°
100.800,-73.6°
100.834,-72.7°
100.868,-71.8°
100.899,-70.9°
100.933,-70.0°
100.966,-69.0°
100.999,-68.1°
101.033,-67.2°
101.065,-66.3°
101.098,-65.3°
101.133,-64.4°
101.164,-63.5°
101.197,-62.6°
101.231,-61.6°
101.268,-60.6°
101.298,-59.7°
101.329,-58.8°
101.363,-58.0°
101.397,-57.0°
101.430,-56.2°
101.464,-55.3°
101.497,-54.3°
101.528,-53.4°
101.561,-52.6°
101.595,-51.8°
101.627,-50.7°
101.661,-49.9°
101.694,-48.9°
101.727,-47.9°
101.761,-47.1°
101.794,-46.1°
101.828,-45.3°
101.859,-44.3°
101.893,-43.5°
101.926,-42.5°
101.959,-41.6°
101.993,-40.8°
102.025,-40.0°
102.058,-39.0°
102.092,-38.1°
102.125,-37.2°
102.159,-36.2°
102.191,-35.4°
102.223,-34.5°
102.257,-33.7°
102.290,-32.7°
102.324,-31.7°
102.356,-30.8°
102.389,-29.7°
102.422,-28.8°
102.457,-27.9°
102.488,-26.9°
102.522,-25.9°
102.556,-25.1°
102.588,-24.2°
102.621,-23.3°
102.654,-22.4°
102.687,-21.6°
102.720,-20.6°
102.754,-19.7°
102.789,-18.8°
102.819,-17.9°
102.855,-17.0°
102.886,-16.1°
102.919,-15.2°
102.952,-14.3°
102.985,-13.4°
103.018,-12.5°
103.054,-11.6°
103.085,-10.8°
103.118,-9.9°
103.151,-9.0°
103.185,-8.1°
103.218,-7.3°
103.250,-6.5°
103.283,-5.6°
103.316,-4.7°
103.349,-3.9°
103.383,-3.0°
103.417,-2.1°
103.448,-1.3°
103.484,-0.4°
103.515,0.4°
103.547,1.4°
103.581,2.2°
103.614,3.0°
103.647,3.9°
103.680,4.7°
103.716,5.6°
103.747,6.5°
103.780,7.3°
103.812,8.2°
103.847,9.1°
103.881,9.9°
103.914,10.8°
103.945,11.7°
103.979,12.6°
104.011,13.4°
104.044,14.4°
104.077,15.2°
104.113,16.2°
104.146,17.1°
104.177,17.9°
104.210,18.8°
104.243,19.7°
104.276,20.6°
104.310,21.5°
104.343,22.2°
104.378,23.1°
104.412,23.9°
104.442,24.8°
104.476,25.7°
104.513,26.7°
104.543,27.6°
104.574,28.4°
104.610,29.3°
104.641,30.2°
104.673,31.1°
104.707,31.9°
104.740,32.8°
104.775,33.6°
104.806,34.4°
104.840,35.4°
104.872,36.4°
104.905,37.1°
104.938,38.0°
104.972,38.7°
105.005,39.8°
105.038,40.5°
105.070,41.3°
105.103,42.3°
105.137,43.2°
105.171,44.1°
105.204,44.8°
105.242,45.9°
105.270,46.6°
105.302,47.7°
105.336,48.4°
105.369,49.3°
105.401,50.0°
105.435,51.1°
105.468,52.0°
105.501,52.7°
105.534,53.7°
105.567,54.7°
105.600,55.5°
105.633,56.4°
105.666,57.3°
105.699,58.2°
105.733,59.1°
105.766,59.9°
105.799,60.9°
105.833,61.8°
105.866,62.8°
105.899,63.7°
105.934,64.7°
105.964,65.7°
105.997,66.6°
106.031,67.4°
106.065,68.4°
106.097,69.3°
106.132,70.3°
106.163,71.2°
106.196,72.1°
106.230,73.0°
106.263,73.9°
106.296,74.9°
106.328,75.7°
106.362,76.6°
106.396,77.5°
106.430,78.4°
106.461,79.4°
106.494,80.2°
106.527,81.1°
106.560,82.0°
106.594,82.9°
106.626,83.7°
106.660,84.6°
106.693,85.5°
106.726,86.3°
106.759,87.2°
106.793,88.1°
106.825,89.0°
106.858,89.9°
106.892,90.7°
106.925,91.6°
106.958,92.5°
106.993,93.3°
107.024,94.2°
107.056,95.1°
107.090,95.9°
107.123,96.8°
107.156,97.6°
107.189,98.6°
107.223,99.5°
107.256,100.3°
107.290,101.2°
107.322,102.1°
107.357,103.0°
107.388,103.8°
107.421,104.7°
107.454,105.5°
107.487,106.5°
107.522,107.4°
107.553,108.2°
107.587,109.1°
107.620,110.0°
107.654,111.0°
107.686,111.8°
107.720,112.8°
107.753,113.7°
107.785,114.7°
107.818,115.5°
107.852,116.6°
107.886,117.5°
107.917,118.4°
107.954,119.3°
107.986,120.2°
108.017,121.0°
108.052,121.8°
108.084,122.7°
108.116,123.8°
108.150,124.7°
108.182,125.6°
108.215,126.3°
108.248,127.1°
108.282,128.1°
108.315,129.1°
108.347,129.8°
108.382,130.8°
108.416,131.6°
108.448,132.5°
108.480,133.6°
108.514,134.3°
108.546,135.0°
108.579,136.1°
108.614,136.9°
108.646,137.5°
108.681,138.6°
108.712,139.5°
108.745,140.3°
108.778,141.3°
108.813,142.0°
108.844,142.9°
108.877,144.0°
108.912,144.7°
108.944,145.6°
108.977,146.3°
109.011,147.2°
109.043,148.1°
109.076,149.1°
109.109,150.2°
109.143,151.0°
109.178,151.9°
109.209,152.6°
109.243,153.6°
109.276,154.3°
109.307,155.1°
109.342,156.0°
109.374,156.9°
109.407,157.9°
109.440,158.7°
109.478,159.6°
109.507,160.6°
109.540,161.4°
109.573,162.3°
109.606,163.2°
109.639,164.1°
109.673,164.9°
109.711,165.8°
109.739,166.8°
109.772,167.7°
109.806,168.5°
109.837,169.4°
109.872,170.3°
109.904,171.2°
109.937,172.1°
109.970,172.9°
110.003,173.7°
110.036,174.6°
110.070,175.5°
110.104,176.4°
110.140,177.2°
110.168,178.1°
110.201,179.0°
110.236,179.8°
110.271,-179.3°
110.301,-178.5°
110.334,-177.6°
110.367,-176.7°
110.400,-175.9°
110.434,-175.0°
110.467,-174.2°
110.499,-173.3°
110.532,-172.5°
110.565,-171.6°
110.599,-170.7°
110.635,-169.9°
110.667,-169.0°
110.699,-168.1°
110.732,-167.3°
110.765,-166.4°
110.802,-165.5°
110.832,-164.6°
110.864,-163.7°
110.898,-162.9°
110.930,-162.0°
110.963,-161.1°
110.997,-160.2°
111.029,-159.3°
111.062,-158.5°
111.096,-157.5°
111.129,-156.6°
111.164,-155.7°
111.198,-154.9°
111.229,-154.1°
111.261,-153.2°
111.294,-152.3°
111.328,-151.4°
111.361,-150.5°
111.393,-149.7°
111.426,-148.8°
111.460,-147.8°
111.493,-147.0°
111.528,-146.2°
111.558,-145.3°
111.593,-144.6°
111.625,-143.7°
111.659,-142.8°
111.693,-142.0°
111.724,-141.1°
111.757,-140.2°
111.793,-139.3°
111.824,-138.3°
111.858,-137.6°
111.890,-136.7°
111.924,-135.8°
111.958,-135.1°
111.990,-134.4°
112.022,-133.3°
112.056,-132.5°
112.088,-131.6°
112.121,-130.7°
112.155,-129.9°
112.187,-129.0°
112.221,-128.3°
112.254,-127.3°
112.287,-126.4°
112.320,-125.7°
112.354,-124.8°
112.387,-123.9°
112.420,-122.8°
112.452,-121.9°
112.486,-121.4°
112.520,-120.9°
112.555,-120.1°
112.585,-119.4°
112.620,-118.5°
112.654,-117.6°
112.684,-116.7°
112.718,-115.8°
112.750,-114.9°
112.785,-114.0°
112.817,-113.3°
112.851,-112.3°
112.885,-111.5°
112.918,-110.5°
112.950,-109.7°
112.983,-108.8°
113.015,-107.8°
113.050,-107.0°
113.082,-106.0°
113.118,-105.2°
113.148,-104.2°
113.183,-103.4°
113.214,-102.5°
113.248,-101.6°
113.280,-100.8°
113.318,-99.9°
113.348,-99.0°
113.381,-98.1°
113.415,-97.2°
113.447,-96.3°
113.481,-95.5°
113.514,-94.6°
113.545,-93.7°
113.578,-92.8°
113.611,-91.9°
113.645,-91.1°
113.679,-90.2°
113.712,-89.3°
113.743,-88.5°
113.778,-87.6°
113.810,-86.7°
113.844,-85.8°
113.877,-84.9°
113.913,-84.1°
113.943,-83.2°
113.976,-82.3°
114.009,-81.4°
114.042,-80.5°
114.076,-79.6°
114.109,-78.7°
114.141,-77.8°
114.174,-77.0°
114.207,-76.1°
114.240,-75.2°
114.273,-74.3°
114.307,-73.4°
114.340,-72.5°
114.373,-71.6°
114.406,-70.6°
114.439,-69.7°
114.472,-68.7°
114.508,-67.8°
114.538,-66.9°
114.576,-65.9°
114.604,-65.0°
114.637,-64.0°
114.674,-63.0°
114.705,-62.0°
114.738,-61.0°
114.780,-60.1°
114.806,-59.1°
114.837,-58.2°
114.871,-57.4°
114.903,-56.5°
114.936,-55.7°
114.971,-54.7°
115.003,-53.7°
115.036,-52.8°
115.069,-52.0°
115.101,-50.9°
115.134,-50.0°
115.169,-49.0°
115.200,-48.1°
115.234,-47.2°
115.267,-46.3°
115.301,-45.4°
115.332,-44.4°
115.366,-43.5°
115.399,-42.6°
115.434,-41.6°
115.465,-40.7°
115.498,-39.7°
115.532,-38.8°
115.564,-37.9°
115.598,-37.0°
115.631,-36.1°
115.664,-35.1°
115.698,-34.2°
115.732,-33.2°
115.765,-32.3°
115.797,-31.3°
115.832,-30.4°
115.863,-29.3°
115.897,-28.4°
115.928,-27.4°
115.964,-26.5°
115.995,-25.4°
116.028,-24.5°
116.061,-23.5°
116.095,-22.5°
116.127,-21.7°
116.160,-20.7°
116.194,-19.7°
116.227,-18.7°
116.260,-17.9°
116.293,-16.9°
116.326,-16.1°
116.359,-15.1°
116.394,-14.1°
116.426,-13.3°
116.458,-12.2°
116.493,-11.4°
116.524,-10.6°
116.558,-9.6°
116.591,-8.8°
116.624,-7.9°
116.658,-7.0°
116.692,-6.1°
116.723,-5.2°
116.756,-4.3°
116.789,-3.4°
116.823,-2.5°
116.858,-1.6°
116.891,-0.7°
116.922,0.1°
116.955,1.0°
116.991,1.9°
117.021,2.7°
117.054,3.6°
117.087,4.3°
117.120,4.5°
117.153,4.5°
117.186,4.5°
117.219,4.5°
